manf_year,vehicle_name,selling_price,km_driven,fuel_type,seller_type,transmission,owner_type
2014,Nissan Micra XL,210000,40000,Petrol,Individual,Manual,Second Owner
2013,Chevrolet Beat Diesel LS,130000,93900,Diesel,Individual,Manual,Second Owner
2005,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,120000,120000,Diesel,Individual,Manual,Third Owner
2017,BMW 5 Series 520d Luxury Line,2900000,40000,Diesel,Individual,Automatic,First Owner
2005,Hyundai Accent CRDi,100000,120000,Diesel,Individual,Manual,Second Owner
2012,Chevrolet Beat Diesel LS,120000,110000,Diesel,Individual,Manual,First Owner
2013,Chevrolet Enjoy 1.3 TCDi LS 8,425000,20000,Diesel,Dealer,Manual,First Owner
2017,Nissan Micra XL,415000,48965,Petrol,Dealer,Manual,First Owner
2014,Hyundai EON Era Plus Option,265000,55000,Petrol,Dealer,Manual,First Owner
2008,Tata Indica GLS BS IV,70000,60000,Petrol,Individual,Manual,First Owner
2015,Chevrolet Sail Hatchback 1.3 TCDi,281000,40000,Diesel,Individual,Manual,First Owner
2013,Tata Indigo Grand Dicor,211000,80000,Diesel,Individual,Manual,First Owner
2018,Hyundai Elite i20 Petrol Magna Exective,550000,11000,Petrol,Individual,Manual,First Owner
2014,Chevrolet Enjoy TCDi LT 8 Seater,350000,110000,Diesel,Individual,Manual,First Owner
2015,Renault KWID RXT,270000,20969,Petrol,Dealer,Manual,First Owner
2016,Ford Figo Trend,440000,34982,Petrol,Dealer,Manual,First Owner
2012,Hyundai EON Magna,250000,44588,Petrol,Dealer,Manual,First Owner
2016,Ford Ecosport 1.5 Diesel Titanium,650000,57904,Diesel,Dealer,Manual,First Owner
2016,Ford Figo Trend,390000,60826,Petrol,Dealer,Manual,First Owner
2018,Mahindra XUV500 W10 2WD,1500000,50000,Diesel,Individual,Manual,First Owner
2015,Mahindra XUV500 W8 2WD,900000,110000,Diesel,Individual,Manual,Second Owner
2018,Hyundai Tucson 2.0 e-VGT 2WD AT GL,1600000,40000,Diesel,Individual,Automatic,First Owner
2019,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,800000,10000,Petrol,Individual,Manual,First Owner
2013,Honda Amaze E i-Dtech,320000,50000,Diesel,Individual,Manual,First Owner
2018,Hyundai i20 1.2 Asta Dual Tone,740000,25000,Petrol,Individual,Manual,First Owner
2019,Datsun RediGO SV 1.0,350000,1300,Petrol,Individual,Manual,First Owner
2014,Datsun GO T BSIV,280000,40000,Petrol,Individual,Manual,First Owner
2011,Hyundai i10 Era 1.1 iTech SE,300000,20000,Petrol,Individual,Manual,First Owner
2011,Chevrolet Captiva 2.0L VCDi,400000,76000,Diesel,Individual,Manual,Third Owner
2010,Mahindra Scorpio VLX 2WD BSIV,420000,100000,Diesel,Individual,Manual,Third Owner
2008,Tata New Safari 3L Dicor LX 4x2,300000,120000,Diesel,Individual,Manual,First Owner
2014,Hyundai EON Era Plus,210000,70000,Petrol,Individual,Manual,Third Owner
2015,Tata Nano Twist XT,82000,19000,Petrol,Individual,Manual,First Owner
2016,Mahindra TUV 300 T8,690000,75000,Diesel,Individual,Manual,First Owner
2015,Hyundai Grand i10 CRDi Asta,300000,70000,Diesel,Individual,Manual,First Owner
2017,Honda BRV i-DTEC V MT,1250000,30000,Diesel,Individual,Manual,First Owner
2017,Hyundai Verna CRDi 1.6 EX,799000,31707,Diesel,Individual,Manual,First Owner
2010,Toyota Fortuner 3.0 Diesel,1000000,180000,Diesel,Individual,Manual,First Owner
2014,Mahindra Verito 1.5 D2 BSIII,250000,30000,Diesel,Individual,Manual,First Owner
2009,Hyundai Verna 1.6 i ABS,200000,60000,Petrol,Individual,Manual,First Owner
2005,Mahindra Bolero DI,300000,90000,Diesel,Individual,Manual,Second Owner
2015,Tata Zest Revotron 1.2T XMS,250000,120000,Petrol,Individual,Manual,Second Owner
2001,Hyundai Santro LE zipPlus,68000,70000,Petrol,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Asta,500000,26500,Petrol,Individual,Manual,First Owner
2017,Hyundai Verna CRDi 1.6 SX,900000,50000,Diesel,Individual,Manual,First Owner
2016,Renault Duster 85PS Diesel RxL,700000,160000,Diesel,Individual,Manual,First Owner
2012,Volvo XC60 D3 Kinetic,1750000,115992,Diesel,Dealer,Automatic,Third Owner
2014,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1050000,97000,Diesel,Individual,Manual,Second Owner
2008,Tata Indigo LX Dicor,70000,100000,Diesel,Individual,Manual,Third Owner
2012,Tata Indigo LS,150000,90000,Diesel,Individual,Manual,First Owner
2008,Hyundai i10 Magna 1.1,120000,90000,Petrol,Individual,Manual,First Owner
2016,Hyundai i20 Asta Option 1.2,600000,25000,Petrol,Individual,Manual,First Owner
2010,Tata Xenon XT EX 4X4,150000,70000,Diesel,Individual,Manual,Second Owner
2011,Volkswagen Vento Petrol Highline,400000,60000,Petrol,Individual,Manual,First Owner
2016,Hyundai i20 Asta Option 1.4 CRDi,550000,60000,Diesel,Individual,Manual,First Owner
2013,Hyundai Grand i10 CRDi Magna,320000,73000,Diesel,Individual,Manual,First Owner
2018,Hyundai Grand i10 1.2 Kappa Asta,500000,32000,Petrol,Individual,Manual,First Owner
2018,Renault KWID RXT,360000,26500,Petrol,Individual,Manual,First Owner
2017,Hyundai i20 1.4 Sportz,655000,84000,Diesel,Dealer,Manual,First Owner
2011,Chevrolet Beat LT LPG,200000,110000,LPG,Individual,Manual,First Owner
2012,Renault Duster 85PS Diesel RxL Optional,375000,150000,Diesel,Individual,Manual,First Owner
2012,Hyundai Verna 1.6 SX,470000,109052,Diesel,Dealer,Manual,First Owner
2014,Honda Amaze VX i-DTEC,500000,110000,Diesel,Individual,Manual,Second Owner
2015,Datsun GO T Option BSIV,210000,25000,Petrol,Individual,Manual,First Owner
2010,Skoda Superb 1.8 TFSI MT,300000,80000,Petrol,Individual,Manual,First Owner
2013,Mercedes-Benz E-Class E250 Edition E,1451000,81000,Diesel,Dealer,Automatic,First Owner
2018,Tata Safari Storme VX Varicor 400,1085000,15000,Diesel,Individual,Manual,First Owner
2009,Hyundai Verna SX AT Diesel,245000,75000,Diesel,Dealer,Automatic,First Owner
2017,Honda WR-V i-VTEC VX,700000,25552,Petrol,Dealer,Manual,Second Owner
2018,Hyundai EON Magna Plus,300000,20000,Petrol,Individual,Manual,First Owner
2017,Hyundai Xcent 1.2 CRDi E,350000,80000,Diesel,Individual,Manual,First Owner
2017,Hyundai Elite i20 Asta Option CVT BSIV,635000,25000,Petrol,Dealer,Automatic,First Owner
2012,Honda City S,325000,40700,Petrol,Individual,Manual,First Owner
2017,Mahindra XUV500 AT W10 1.99 mHawk,1150000,65500,Diesel,Dealer,Automatic,First Owner
2008,Tata Indigo GLE BSIII,110000,42000,Petrol,Dealer,Manual,First Owner
2018,Honda City 1.5 V MT,890000,8000,Petrol,Dealer,Manual,First Owner
2014,Chevrolet Beat PS,170000,77000,Petrol,Individual,Manual,First Owner
2017,Hyundai EON 1.0 Era Plus,280000,28838,Petrol,Individual,Manual,First Owner
2008,Tata Indigo GLS,130000,120000,Petrol,Individual,Manual,First Owner
2007,Hyundai Santro Xing GLS,85000,85000,Petrol,Individual,Manual,Second Owner
2018,Hyundai Elantra 2.0 SX AT,1575000,10000,Petrol,Individual,Automatic,First Owner
2013,Nissan Sunny Diesel XV,325000,105000,Diesel,Individual,Manual,First Owner
1998,Honda City 1.3 EXI,85000,120000,Petrol,Individual,Manual,Second Owner
2018,Hyundai Verna 1.6 CRDI SX Option,860000,30000,Diesel,Dealer,Manual,Second Owner
2013,Hyundai Elantra CRDi S,650000,54000,Diesel,Dealer,Manual,First Owner
2014,Chevrolet Sail LS ABS,375000,40000,Diesel,Individual,Manual,First Owner
2013,Hyundai Verna 1.6 SX CRDi (O),525000,71000,Diesel,Dealer,Manual,First Owner
2011,Volkswagen Polo Diesel Trendline 1.2L,350000,110000,Diesel,Individual,Manual,First Owner
2012,Honda City 1.5 V Elegance,480000,63000,Petrol,Dealer,Manual,First Owner
2016,Hyundai Verna 1.6 CRDi SX,620000,60000,Diesel,Individual,Manual,First Owner
2014,Datsun GO T BSIV,250000,58000,Petrol,Individual,Manual,First Owner
2010,Chevrolet Spark 1.0,78692,80000,Petrol,Individual,Manual,Second Owner
2012,Hyundai i20 Magna Optional 1.4 CRDi,350000,80000,Diesel,Individual,Manual,First Owner
2011,Hyundai i20 1.2 Sportz,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
2016,Honda Mobilio S i DTEC,640000,36000,Diesel,Individual,Manual,Second Owner
2008,Tata New Safari DICOR 2.2 EX 4x2,220000,90000,Diesel,Individual,Manual,Second Owner
2015,Volkswagen Vento 1.5 TDI Highline,465000,130000,Diesel,Individual,Manual,First Owner
2008,Tata Indica GLS BS IV,95000,120000,Petrol,Individual,Manual,Third Owner
2012,Hyundai EON LPG Magna Plus,170000,170000,LPG,Individual,Manual,Third Owner
2016,Datsun RediGO T Option,229999,37500,Petrol,Individual,Manual,Second Owner
2016,Mahindra KUV 100 mFALCON G80 K8 5str,370000,60000,Petrol,Individual,Manual,First Owner
2016,Hyundai EON Sportz,340000,30000,Petrol,Individual,Manual,First Owner
2012,Tata Manza Club Class Quadrajet90 EX,270000,60000,Diesel,Individual,Manual,First Owner
2018,Tata Tiago 1.05 Revotorq XZ Plus,400000,35000,Diesel,Individual,Manual,First Owner
2003,Hyundai Santro LE zipPlus,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
2015,Tata Nano Twist XE,100000,23800,Petrol,Individual,Manual,Second Owner
2015,Nissan Terrano XL Plus 85 PS,490000,70000,Diesel,Individual,Manual,First Owner
2008,Hyundai i10 Era,125000,102000,Petrol,Individual,Manual,Second Owner
2013,Hyundai EON Era Plus,160000,80000,Petrol,Individual,Manual,First Owner
2019,Tata Harrier XZ BSIV,1700000,10000,Diesel,Individual,Manual,First Owner
2011,Hyundai i10 Sportz,250000,50000,Petrol,Individual,Manual,First Owner
2008,Toyota Corolla Altis 1.8 J,400000,35000,Petrol,Individual,Manual,Second Owner
2011,Fiat Linea T Jet Plus,500000,20000,Petrol,Individual,Manual,First Owner
2014,Toyota Fortuner 4x2 AT,1800000,99000,Diesel,Individual,Automatic,First Owner
2008,Honda Civic 1.8 V MT,320000,90000,Petrol,Individual,Manual,First Owner
2007,Honda Civic 1.8 S AT,250000,47000,Petrol,Dealer,Automatic,First Owner
2010,Ford Figo Diesel Titanium,105000,90000,Diesel,Individual,Manual,Third Owner
2018,Hyundai i20 Active 1.2 SX,550000,20000,Petrol,Individual,Manual,First Owner
2019,Hyundai Grand i10 1.2 Kappa Sportz AT,600000,1100,Petrol,Individual,Automatic,First Owner
2008,Hyundai i10 Era 1.1,125000,60000,Petrol,Individual,Manual,First Owner
2020,Hyundai Venue SX Opt Turbo BSIV,1050000,1100,Petrol,Individual,Manual,First Owner
2014,Ford Figo Diesel ZXI,250000,100000,Diesel,Individual,Manual,Second Owner
2016,Ford Figo 1.5D Ambiente ABS MT,350000,60000,Diesel,Individual,Manual,Second Owner
2012,Renault Duster 110PS Diesel RxZ Plus,370000,70000,Diesel,Individual,Manual,Second Owner
2017,Ford Figo Aspire 1.5 Ti-VCT Titanium,570000,44077,Petrol,Dealer,Automatic,First Owner
2011,Chevrolet Cruze LTZ,335000,90000,Diesel,Individual,Manual,Second Owner
2006,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,50000,Diesel,Individual,Manual,First Owner
2015,Mahindra Ingenio CRDe,210000,210000,Diesel,Individual,Manual,First Owner
2019,Toyota Innova Crysta 2.4 VX MT 8S BSIV,1900000,20000,Diesel,Individual,Manual,First Owner
2013,Tata Indigo TDI,270000,70000,Diesel,Individual,Manual,Second Owner
2013,Chevrolet Beat Diesel LT,173000,70000,Diesel,Individual,Manual,First Owner
2018,BMW 5 Series 520d Luxury Line,4800000,9422,Diesel,Individual,Automatic,First Owner
2017,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,710000,110000,Diesel,Individual,Automatic,First Owner
2019,Toyota Corolla Altis 1.8 GL,1500000,20000,Petrol,Individual,Manual,First Owner
2012,Audi A4 1.8 TFSI,1200000,60000,Petrol,Individual,Automatic,Third Owner
2013,Mahindra Scorpio M2DI,500000,150000,Diesel,Individual,Manual,First Owner
2012,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,300000,250000,Diesel,Individual,Manual,First Owner
2018,Hyundai EON Era Plus,300000,30000,Petrol,Individual,Manual,First Owner
2015,Datsun GO Plus T Option BSIV,295000,21000,Petrol,Individual,Manual,First Owner
2012,Ambassador Grand 1800 ISZ MPFI PW CL,430000,50000,Petrol,Individual,Manual,Second Owner
2007,Hyundai Verna i (Petrol),123000,50000,Petrol,Individual,Manual,Second Owner
2012,Skoda Laura Ambiente 2.0 TDI CR AT,450000,48500,Diesel,Individual,Automatic,Second Owner
2010,Tata Indica Vista Aqua 1.4 TDI,110000,90000,Diesel,Individual,Manual,Second Owner
2010,Mahindra Xylo Celebration Edition BSIV,200000,240000,Diesel,Individual,Manual,Third Owner
2015,Hyundai Grand i10 Magna,320000,70000,Petrol,Individual,Manual,Second Owner
2016,Volkswagen CrossPolo 1.2 MPI,350000,110000,Petrol,Individual,Manual,First Owner
2016,Hyundai Xcent 1.1 CRDi S,270000,175000,Diesel,Individual,Manual,First Owner
2017,Hyundai i20 1.2 Magna Executive,540000,60000,Petrol,Individual,Manual,First Owner
2011,Volkswagen Vento Diesel Style Limited Edition,300000,100000,Diesel,Individual,Manual,First Owner
2015,Chevrolet Beat LT Option,240000,60000,Petrol,Individual,Manual,First Owner
2020,Hyundai Grand i10 1.2 Kappa Magna BSIV,545000,5000,Petrol,Individual,Manual,First Owner
2015,Hyundai i10 Magna 1.1 iTech SE,300000,48000,Petrol,Dealer,Manual,First Owner
2010,Chevrolet Beat LT,130000,80000,Petrol,Individual,Manual,Second Owner
2017,Renault KWID RXT,240000,50000,Petrol,Individual,Manual,First Owner
2018,Renault KWID 1.0 RXT Optional,360000,15000,Petrol,Individual,Manual,First Owner
2012,Hyundai i20 1.4 CRDi Magna,250000,70000,Diesel,Individual,Manual,First Owner
2019,Skoda Laura Elegance 2.0 TDI CR AT,475000,105000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai i20 Asta Option 1.4 CRDi,600000,50000,Diesel,Individual,Manual,Second Owner
2010,Tata Indigo CR4,150000,80000,Diesel,Individual,Manual,Second Owner
2017,Ford EcoSport 1.5 Diesel Trend BSIV,700000,50000,Diesel,Individual,Manual,First Owner
2016,Mahindra XUV500 W6 2WD,1290000,5000,Diesel,Individual,Manual,First Owner
2004,Hyundai Santro Xing XG,80000,58000,Petrol,Individual,Manual,First Owner
2015,Hyundai Grand i10 Sportz,425000,12000,Petrol,Individual,Manual,First Owner
2012,Hyundai Santro Xing GLS,193000,45000,Petrol,Individual,Manual,Second Owner
2015,Honda City i VTEC V,800000,10000,Petrol,Individual,Manual,First Owner
2010,Ford Figo Diesel EXI,130000,100000,Diesel,Individual,Manual,Third Owner
2012,Ford Figo Diesel EXI,280000,80000,Diesel,Individual,Manual,Second Owner
2011,Mahindra Xylo D2 BS IV,229999,110000,Diesel,Individual,Manual,Second Owner
2010,Tata Nano Cx BSIII,70000,10000,Petrol,Individual,Manual,First Owner
2010,Mahindra Xylo E8,380000,72000,Diesel,Individual,Manual,Second Owner
2006,Hyundai Santro Xing XO,80000,110000,Petrol,Individual,Manual,First Owner
2013,Hyundai i10 Era,265000,50000,Petrol,Individual,Manual,First Owner
2018,Hyundai EON Magna Plus Option,320000,25000,Petrol,Individual,Manual,First Owner
2014,Nissan Terrano XL 110 PS,500000,120000,Diesel,Individual,Manual,Third Owner
2016,Hyundai Creta 1.6 CRDi SX Option,1300000,55000,Diesel,Individual,Manual,First Owner
2018,Mahindra Scorpio S11 BSIV,1500000,35000,Diesel,Individual,Manual,First Owner
2016,Toyota Innova Crysta 2.8 ZX AT BSIV,1800000,110000,Diesel,Individual,Automatic,First Owner
2014,Mahindra XUV500 W6 2WD,600000,80000,Diesel,Individual,Manual,Second Owner
2018,Tata Tiago 1.2 Revotron XT,420000,80000,Petrol,Individual,Manual,First Owner
2010,Skoda Laura Ambiente 2.0 TDI CR MT,300000,100000,Diesel,Individual,Manual,Second Owner
2006,Hyundai Santro Xing XL eRLX Euro III,100000,60000,Petrol,Dealer,Manual,Second Owner
2018,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,850000,19000,Petrol,Dealer,Manual,First Owner
2015,Ford Aspire Titanium Plus BSIV,550000,17100,Petrol,Dealer,Manual,Second Owner
2017,Hyundai Grand i10 Asta Option AT,525000,19000,Petrol,Dealer,Automatic,First Owner
2015,Ford Ecosport 1.5 DV5 MT Titanium,470000,146000,Diesel,Dealer,Manual,First Owner
2013,Ford Endeavour 3.0L 4X4 AT,900000,98000,Diesel,Dealer,Automatic,First Owner
2011,Ford Endeavour 2.5L 4X2,500000,224642,Diesel,Dealer,Manual,Second Owner
2011,Mahindra Verito 1.5 D2 BSIII,175000,175000,Diesel,Individual,Manual,First Owner
2017,Mahindra XUV500 AT W10 AWD,1350000,15000,Diesel,Individual,Automatic,Second Owner
2017,Renault Duster 110PS Diesel RxZ,800000,50000,Diesel,Individual,Manual,First Owner
2017,Datsun RediGO 1.0 S,250000,15000,Petrol,Individual,Manual,First Owner
2019,Tata Nexon 1.5 Revotorq XM,800000,25000,Diesel,Individual,Manual,First Owner
2013,Mahindra XUV500 W6 2WD,660000,69000,Diesel,Individual,Manual,First Owner
2006,Mahindra Scorpio 2.6 CRDe,180000,222435,Diesel,Individual,Manual,Second Owner
2010,Ford Fiesta 1.4 ZXi Duratec,150000,110000,Petrol,Individual,Manual,First Owner
2014,Hyundai Verna 1.6 SX,450000,78000,Diesel,Individual,Manual,Second Owner
2019,Hyundai Elite i20 Sportz Plus BSIV,721000,10000,Petrol,Individual,Manual,First Owner
2019,Mahindra Scorpio BSIV,1000000,10000,Diesel,Individual,Manual,First Owner
2016,Renault KWID RXT,300000,40000,Petrol,Individual,Manual,First Owner
2013,Mahindra Scorpio LX,450000,120000,Diesel,Individual,Manual,First Owner
2017,Ford Figo 1.5D Trend MT,545000,40000,Diesel,Individual,Manual,First Owner
2018,Honda Amaze V Diesel BSIV,844999,20000,Diesel,Individual,Manual,First Owner
2016,Skoda Rapid 1.5 TDI Ambition,700000,93000,Diesel,Individual,Manual,First Owner
2016,Toyota Etios VD,650000,159000,Diesel,Individual,Manual,First Owner
2014,Ford Ecosport 1.5 DV5 MT Titanium,525000,75000,Diesel,Individual,Manual,Second Owner
2006,Ford Fiesta Classic 1.4 SXI Duratorq,110000,101100,Diesel,Individual,Manual,Third Owner
2011,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,180000,66000,Diesel,Individual,Manual,First Owner
2012,Hyundai i10 Era,280000,30000,Petrol,Individual,Manual,Second Owner
2019,Renault KWID 1.0 RXT Optional,400000,10000,Petrol,Individual,Manual,First Owner
2012,Mahindra XUV500 W8 4WD,625000,126000,Diesel,Individual,Manual,Second Owner
2015,Volkswagen Vento 1.5 TDI Highline,535000,70000,Diesel,Individual,Manual,First Owner
2010,Mahindra Bolero DI,300000,100000,Diesel,Individual,Manual,First Owner
2007,Honda Civic 1.8 V AT,280000,60000,Petrol,Individual,Automatic,First Owner
2014,Honda Mobilio V i VTEC,500000,70000,Petrol,Individual,Manual,First Owner
2019,Hyundai Creta 1.6 SX,1200000,1200,Petrol,Individual,Manual,First Owner
2016,Renault KWID RXT,300000,40000,Petrol,Individual,Manual,First Owner
2011,Tata Manza ELAN Quadrajet BS IV,180000,80000,Diesel,Individual,Manual,Third Owner
2011,Hyundai i10 Sportz AT,180000,134444,Petrol,Individual,Automatic,Second Owner
2011,Nissan Micra Diesel XV Premium,160000,120000,Diesel,Individual,Manual,First Owner
2014,Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,238000,Diesel,Individual,Manual,First Owner
2011,Mahindra Bolero SLX 4WD BSIII,450000,110000,Diesel,Individual,Manual,Second Owner
2019,Mahindra Scorpio S9 BSIV,1350000,35000,Diesel,Individual,Manual,First Owner
2003,Honda City 1.3 DX,120000,165000,Petrol,Individual,Manual,Second Owner
2018,Honda BR-V i-DTEC VX MT,1040000,42000,Diesel,Individual,Manual,First Owner
2014,Hyundai Grand i10 CRDi Sportz,390000,70000,Diesel,Individual,Manual,Second Owner
2011,Tata Nano Lx BSIII,65000,60000,Petrol,Individual,Manual,Second Owner
2013,Volkswagen Polo Diesel Highline 1.2L,320000,115000,Diesel,Individual,Manual,Third Owner
2017,Volkswagen Ameo 1.5 TDI Highline,720000,70000,Diesel,Individual,Manual,First Owner
2010,Tata Manza Aura (ABS) Quadrajet BS IV,200000,150000,Diesel,Individual,Manual,Second Owner
2015,Toyota Etios GD,434999,75000,Diesel,Dealer,Manual,Second Owner
2012,Ford Figo Diesel Titanium,300000,63700,Diesel,Individual,Manual,First Owner
2018,Honda Amaze VX i-DTEC,700000,74800,Diesel,Individual,Manual,First Owner
2009,Ford Endeavour 2.5L 4X2 MT,500000,105000,Diesel,Individual,Manual,Second Owner
2016,Renault Duster 85PS Diesel RxE,500000,40000,Diesel,Individual,Manual,First Owner
2015,Toyota Corolla Altis D-4D J,825000,75000,Diesel,Dealer,Manual,Second Owner
2014,Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,100000,Diesel,Individual,Manual,Second Owner
2009,Mahindra Scorpio VLX 2WD AT BSIV,275000,155000,Diesel,Individual,Automatic,Third Owner
2012,Land Rover Range Rover Evoque 2.2L Dynamic,2349000,149000,Diesel,Individual,Automatic,Second Owner
2017,Hyundai i20 1.4 Sportz,740000,60000,Diesel,Individual,Manual,First Owner
2019,Hyundai Verna CRDi 1.6 SX Option,1100000,100000,Diesel,Individual,Manual,First Owner
2012,BMW X1 sDrive20d,750000,100000,Diesel,Individual,Automatic,Second Owner
2009,Tata Spacio SA 6 Seater,210000,75000,Diesel,Individual,Manual,First Owner
2016,Toyota Etios 1.4 VXD,630000,90000,Diesel,Individual,Manual,Second Owner
2015,Hyundai Xcent 1.2 Kappa S,375000,55000,Petrol,Individual,Manual,First Owner
2010,Mahindra Xylo D2,300000,70000,Diesel,Individual,Manual,First Owner
2016,Mahindra Bolero Power Plus SLX,580000,95000,Diesel,Individual,Manual,Second Owner
2014,Hyundai Verna 1.4 CRDi,550000,50000,Diesel,Individual,Manual,First Owner
2012,Hyundai Verna 1.6 SX,434999,235000,Diesel,Individual,Manual,Second Owner
2007,Mercedes-Benz E-Class 280 CDI,900000,76731,Diesel,Dealer,Automatic,First Owner
2018,Honda City i-VTEC CVT ZX,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car
2014,Ford Ecosport 1.5 DV5 MT Titanium Optional,610000,77000,Diesel,Dealer,Manual,First Owner
2011,Hyundai EON Era,254999,24000,Petrol,Dealer,Manual,First Owner
2014,Nissan Micra Active XV,280000,63840,Petrol,Dealer,Manual,First Owner
2017,Tata Tiago 1.2 Revotron XT,370000,25000,Petrol,Individual,Manual,First Owner
2011,Tata New Safari DICOR 2.2 EX 4x2,459999,76400,Diesel,Individual,Manual,Second Owner
2011,Fiat Linea Active (Diesel),190000,80000,Diesel,Individual,Manual,Third Owner
2010,Fiat Punto 1.4 Emotion,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
2017,Ford EcoSport 1.5 Diesel Trend Plus BSIV,710000,40000,Diesel,Individual,Manual,First Owner
2018,Hyundai Creta 1.6 SX Option,1200000,15000,Petrol,Individual,Manual,First Owner
2018,Renault KWID RXT,310000,15000,Petrol,Individual,Manual,First Owner
2009,Hyundai Verna CRDi,160000,90000,Diesel,Individual,Manual,First Owner
2012,Tata Indigo LS,100000,200000,Diesel,Individual,Manual,Third Owner
2016,Chevrolet Beat Diesel LT,350000,35000,Diesel,Individual,Manual,Second Owner
2017,Renault Duster 110PS Diesel RxZ AWD,700000,60000,Diesel,Individual,Manual,First Owner
2018,Hyundai i20 1.4 Asta Option,830000,40000,Diesel,Individual,Manual,First Owner
2013,Mahindra Quanto C6,220000,110000,Diesel,Individual,Manual,First Owner
2009,Tata Indigo LX Dicor,130000,50000,Diesel,Individual,Manual,First Owner
2012,Hyundai i20 1.2 Magna,330000,44000,Petrol,Individual,Manual,First Owner
2010,Honda City 1.5 S MT,254999,90000,Petrol,Individual,Manual,Second Owner
2014,Hyundai Verna 1.6 SX VTVT (O),600000,50000,Petrol,Individual,Manual,Second Owner
2012,Hyundai i10 Magna,210000,50000,Petrol,Individual,Manual,First Owner
2006,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,229999,300000,Diesel,Individual,Manual,First Owner
2010,Hyundai Verna Transform VTVT,229999,70000,Petrol,Individual,Manual,First Owner
2013,Hyundai i20 Magna Optional 1.4 CRDi,400000,100000,Diesel,Individual,Manual,First Owner
2013,Ford Figo Diesel Celebration Edition,300000,50000,Diesel,Individual,Manual,First Owner
2009,Ford Fiesta 1.4 SXi TDCi,80000,180000,Diesel,Individual,Manual,Second Owner
2012,Tata Indica Vista Quadrajet LS,300000,110000,Diesel,Individual,Manual,First Owner
2009,Chevrolet Captiva LT,500000,130000,Diesel,Individual,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL Optional,550000,75000,Diesel,Individual,Manual,Second Owner
2014,Nissan Terrano XV Premium 110 PS,550000,110000,Diesel,Individual,Manual,Second Owner
2009,Tata Indica Vista Aura 1.2 Safire,120000,80000,Petrol,Individual,Manual,Second Owner
2009,Honda City 1.5 V MT,250000,90000,Petrol,Individual,Manual,Second Owner
2017,Renault KWID 1.0 RXT Optional,280000,36000,Petrol,Individual,Manual,First Owner
2010,Tata Indica Vista Terra Quadrajet 1.3L BS IV,85000,87000,Diesel,Individual,Manual,First Owner
2011,Tata Indica Vista Terra 1.4 TDI,90000,80000,Diesel,Individual,Manual,First Owner
2015,Chevrolet Enjoy TCDi LT 8 Seater,500000,50000,Diesel,Individual,Manual,First Owner
2015,Renault KWID RXT,250000,50000,Petrol,Individual,Manual,First Owner
2008,Hyundai i10 Magna 1.1,100000,60000,Petrol,Individual,Manual,Second Owner
2015,Toyota Etios VXD,610000,55000,Diesel,Individual,Manual,First Owner
2012,Mahindra Quanto C8,290000,80000,Diesel,Individual,Manual,First Owner
2012,Mahindra Xylo E9,300000,295000,Diesel,Individual,Manual,First Owner
2015,Hyundai EON Era Plus,225000,80000,Petrol,Individual,Manual,First Owner
2012,Tata Indigo CR4,135000,158000,Diesel,Individual,Manual,Third Owner
2006,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,400000,400000,Diesel,Individual,Manual,Third Owner
2017,Hyundai i20 Active 1.2 S,570000,35000,Petrol,Individual,Manual,First Owner
2018,Tata Tiago 1.2 Revotron XZ,360000,4000,Petrol,Individual,Manual,First Owner
2017,Ford Figo Aspire 1.2 Ti-VCT Trend,530000,10832,Petrol,Dealer,Manual,First Owner
2009,Hyundai i10 Era,250000,50000,Petrol,Individual,Manual,First Owner
2016,Nissan Sunny XL,600000,19495,Petrol,Dealer,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL Plus,570000,62668,Diesel,Dealer,Manual,First Owner
2013,Mahindra XUV500 W6 2WD,850000,85710,Diesel,Dealer,Manual,First Owner
2011,Ford Figo Diesel EXI,250000,55130,Diesel,Dealer,Manual,Second Owner
2014,Ford Ecosport 1.5 DV5 MT Titanium,580000,63356,Diesel,Dealer,Manual,Second Owner
2012,Toyota Fortuner 3.0 Diesel,1680000,129627,Diesel,Dealer,Manual,First Owner
2010,Chevrolet Spark 1.0 LT,180000,15000,Petrol,Individual,Manual,First Owner
2017,Tata Tiago 1.2 Revotron XE,300000,50000,Petrol,Individual,Manual,First Owner
